token	tag	lemma	macron	source
θύρασιν	n-p---fd-	θύρας	^2_4^6	lsj,breve_ultima
θύρετρ’	n-p---na-	θύρετρ		
θύρετρα	n-p---na-	θύρετρα	^2^7	wiktionary
θυροκόπος	a-s---fn-	θυροκόπος	^2	lsj
θύρσων	n-p---fg-	θύρσ	^2	wiktionary
θύρσοις	n-p---md-	θύρσοις	^2	wiktionary
θυρσομανεῖ	n-s---md-	θυρσομανεύς		
θύρσοισι	n-p---md-	θύρσος	^8	breve_ultima
θύρσον	n-s---ma-	θύρσος	^2	wiktionary
θύρσου	n-s---fg-	θύρσος	^2	wiktionary
θύρσους	n-p---ma-	θύρσος	^2	wiktionary
θυρσοφορεῖς	v2spia---	θυρσοφορής		
θύρσωι	v1sasa---	θύρσωι		
θυρῶνος	n-s---mg-	θυρών		
θυρωρῶν	n-p---mg-	θυρωρός	^2	wiktionary
θύσεθ’	v2pamm---	θύσεθ		
θύσειν	v--fna---	θύσειν	_2	wiktionary
θυσίαι	n-p---fn-	θυσία	^2^4	wiktionary
θυσίαις	n-p---fd-	θυσία	^2^4	wiktionary
θυσίαν	n-s---fa-	θυσία	^2^4_5	wiktionary
θυσίας	n-p---fa-	θυσία	^2^4_5	wiktionary
θυσίας	n-s---fg-	θυσία	^2^4_5	wiktionary
θυσιῶν	a-p---ng-	θυσία	^2^4	wiktionary
θυσίαισι	n-p---fd-	θυσίας	^2^4^8	hypotactic
θύσοντες	v-papamn-	θύσοντες		
θυστάδας	a-p---fa-	θυστάς	_7	ifthimos
θυστάδος	n-s---fg-	θυστάς	^5	hypotactic
θυτήρων	n-p---mg-	θυτή	^2	wiktionary
θυτήρ	n-s---mn-	θυτήρ	^2	wiktionary
θυτῆρα	n-s---ma-	θυτήρ	^2^6	wiktionary
θυτὴρ	n-s---mn-	θυτὴρ	^2	hypotactic,barytone
θυτήριον	a-s---nn-	θυτήριος	^2	wiktionary
θυτῆρος	n-s---mg-	θυτῆρς	^2	wiktionary
ἔθυον	v1siia---	θύω	_3	wiktionary
ἔθυον	v1saia---	θύω	_3	wiktionary
ἐθύσατε	v2paia---	θύω	_3^5	wiktionary
ἔθυσε	v3saia---	θύω	_3	wiktionary
ἔθυσεν	v3saia---	θύω		
θύειν	v--pna---	θύω	_2	wiktionary
θύεσθαι	v--pne---	θύω	_2	wiktionary
θύοιμεν	v1ppoa---	θύω	_2	wiktionary
θύοντας	v-pppama-	θύω	^6	breve_ultima
θύουσα	v-sppafn-	θύω	_2^6	wiktionary
θύουσαν	v-sppafa-	θύω	^6	breve_ultima
θύουσιν	v-pppamd-	θύω	^6	breve_ultima
θύσας	v-sapamn-	θύω	_2_4	wiktionary
θύσει	v3sfia---	θύω	_2	wiktionary
θύσειν	v--fna---	θύω	_2	wiktionary
θύσεις	v2sfia---	θύω	_2	wiktionary
θύσομαι	v1sfim---	θύω	_2	wiktionary
θύσω	v1sfia---	θύω	_2	wiktionary
θύσω	v1sasa---	θύω	_2	wiktionary
θύσωμεν	v1pasa---	θύω	_2	wiktionary
θύω	v1spia---	θύω	^2	wiktionary
θύων	v-sppamn-	θύω	^2	wiktionary
θυώδει	a-s---md-	θυώδης		
τάχισθ’	a-p---nas	θχύς		
θώμιγγος	n-s---mg-	θῶμιγξ	^4	wiktionary
θώμιγγος	n-s---fg-	θῶμιγξ	^4	wiktionary
θωπεύματα	n-p---na-	θωπεύματα	^9	breve_ultima
θώρακ’	n-s---ma-	θώρακ		
θωρακεῖα	n-p---na-	θωρακεῖον	^8	breve_ultima
θώρακα	n-s---ma-	θώραξ	_4^6	wiktionary
θωύξαι	v--ana---	θωύζω		
θωύξασ’	v-sapafn-	θωύξασ		
θώϋξεν	v3saia---	θώϋξεν		
θωΰσσεις	v2sfia---	θωΰσσεις		
θώϋξεν	v3saia---	θωύσσω		
θωύσσει	v3spia---	θωύσσω		
θωύσσοντος	v-sppamg-	θωύσσω		
θωύσσων	v-sppamn-	θωύσσω		
θωύσσων	v-sppamn-	θωύσσων		
ἴδοιμ’	v1sasa---	ἴ		
Ἴδαι	n-s---fd-	Ἴ		
Ἴδας	n-s---fn-	Ἴ	_1_3	wiktionary
Ἴδας	n-s---fg-	Ἴ	_1_3	wiktionary
ἰα	n-p---na-	ἰα	^2	nominal
ἰαίνοντα	n-s---ma-	ἰαί	^8	breve_ultima
ἴακχον	v3paia---	ἴακχον		
ἴακχον	n-s---ma-	ἴακχος		
Ἴακχον	n-s---ma-	Ἴακχος		
ἰάλεμοι	a-p---mn-	ἰάλεμος	_2	wiktionary
ἰάλεμος	n-s---mn-	ἰάλεμος	_2	wiktionary
ἰαλέμων	v-sppamn-	ἰαλέμω	_2	wiktionary
ἰαλέμωι	n-s---md-	ἰαλέμωι		
ἰαλέμων	v-sppamn-	ἰαλέμων	_2	wiktionary
ἴαλλε	v2spma---	ἴαλλε	^2	wiktionary
ἰάλλει	v3spia---	ἰάλλω	^2	wiktionary
ἴαλλεν	v3siia---	ἰάλλω	^1	hypotactic
ἰάν	n-s---fa-	ἰάν		
ἰάν	n-s---fn-	ἰάν		
ἰὰν	n-s---fa-	ἰὰν		hypotactic,barytone
ἰὰν	n-s---fn-	ἰὰν		hypotactic,barytone
ἰάσομαι	v1sfim---	ἰάομαι	_2	wiktionary
ἰῴμην	v1spoe---	ἰάομαι		
Ἰαονίοισι	a-p---md-	Ἰαονῖος	^9	breve_ultima
Ἰαόνιον	n-s---ma-	Ἰαόνιος	^1_2^5	hypotactic
ἰάπτει	v3spia---	ἰάπτω	^1^2	hypotactic
ἰάπτεσθαι	v--pne---	ἰάπτω	^1^2	hypotactic
ἰάπτουσι	v3ppia---	ἰάπτω	_1^2^8	hypotactic
ἰάπτων	v-sppamn-	ἰάπτω	^2	wiktionary
ἰάψειν	v--fna---	ἰάπτω	^2	wiktionary
ἰάψῃς	v2sasa---	ἰάπτω	^2	wiktionary
ἰάπτων	v-sppamn-	ἰάπτων	^2	wiktionary
ἰάσεται	v3sfim---	ἰάσεται	_2	wiktionary
ἰάσιμος	a-s---mn-	ἰάσιμος		
ἰάσιμος	a-s---fn-	ἰάσιμος		
ἴασιν	n-s---fa-	ἴασις	_1_2^4	wiktionary
Ἰάσον’	v2sama---	Ἰάσον		
Ἰᾶσον	v2sama---	Ἰᾶσον		
Ἰάσονα	u--------	Ἰάσονα	^1_2^6	hypotactic
Ἰάσονι	n-s---md-	Ἰάσονι	_2^6	wiktionary
Ἰάσονος	n-s---mg-	Ἰάσονος	^1_2	hypotactic
Ἰάσονα	n-s---ma-	ἰάσων	^1_2^6	hypotactic
Ἰάσονος	n-s---mg-	ἰάσων	^1_2	hypotactic
Ἰάσων	v-sppamn-	ἰάσων	^1_2	hypotactic
Ἰάσων	v-sapamn-	ἰάσων	^1_2	hypotactic
Ἰάσονι	n-s---md-	Ἰάσων	_2^6	wiktionary
Ἰάσων	v-sapamn-	Ἰάσων	^1_2	hypotactic
ἰατῆρα	n-s---ma-	ἰατῆρ	^6	breve_ultima
ἰατορίας	n-s---fg-	ἰατορίας	_7	ifthimos
ἰατρομάντεις	a-p---fn-	ἰατρομάντης		
ἰατρόμαντις	n-s---mn-	ἰατρόμαντις	_1_2^10	wiktionary,breve_ultima
ἰατροί	a-p---mn-	ἰατρός	_1_2	wiktionary
ἰατροὶ	a-p---mn-	ἰατρός	_1_2	hypotactic,barytone
ἰατροῖς	n-p---md-	ἰατρός	_1_2	wiktionary
ἰατρόν	n-s---ma-	ἰατρός	_1_2	wiktionary
ἰατρὸν	n-s---ma-	ἰατρός	_1_2	hypotactic,barytone
ἰατρός	n-s---mn-	ἰατρός	_1_2	lsj
ἰατρὸς	n-s---mn-	ἰατρός	_1_2	barytone
ἰατροῦ	n-s---mg-	ἰατρός	_1_2	wiktionary
ἰαύει	v3spia---	ἰαύει	^1	wiktionary
ἰαύειν	v--pna---	ἰαύειν	^1	wiktionary
ἰαύονθ’	v-sppama-	ἰαύονθ		
ἰαύων	v-sppamn-	ἰαύων	^1	wiktionary
ἰαχάν	n-s---fa-	ἰαχά		
ἰαχάν	n-s---fa-	ἰαχὰ		
ἰαχὰν	n-s---fa-	ἰαχὰ		hypotactic,barytone
ἰαχᾶι	n-p---fn-	ἰαχᾶι	_4	ifthimos
ἰαχᾶς	n-p---fa-	ἰαχᾶς	_4	ifthimos
ἴαχεν	v3siia---	ἴαχεν	_1^2	hypotactic
ἰαχεῖ	v3spia---	ἰαχέω		
ἰαχείτω	v3spma---	ἰαχέω		
ἰαχήσατε	v2pama---	ἰαχέω		
ἰάχησε	v3saia---	ἰαχέω	^1^2	hypotactic
ἰαχήσω	v1sfia---	ἰαχέω		
ἰαχαῖς	n-p---fd-	ἰαχή	^2	wiktionary
ἰαχάν	n-s---fa-	ἰαχή		
ἰαχὰν	n-s---fa-	ἰαχή		hypotactic,barytone
ἰαχήθης	v2saip---	ἰαχήθης		
ἰαχήμασι	n-p---fd-	ἰαχήμασι	^8	breve_ultima
ἰαχάν	n-s---fa-	ἰαχός		
ἰωμένη	v-sppefn-	ἰάω		
Ἰάων	v-sppamn-	Ἰάω	^1_2	hypotactic
Ἰαόνων	n-p---mg-	Ἰαών	^1_2	wiktionary
ἵγμεθ’	v1prie---	ἵγμεθ		
ἱγμένοις	v-prpemd-	ἱγμένοις		
ἰδ’	c--------	ἰδ		
ἴδ’	v2sama---	ἴδ		
Ἴδ’	v2sama---	Ἴδ		
Ἰδαιᾶν	a-s---fa-	Ἰδαιᾶ		
ἰδαῖα	n-p---na-	Ἰδαῖά	^5	breve_ultima
Ἰδαίαισιν	a-p---fd-	Ἰδαίαισιν	^8	breve_ultima
Ἰδαιᾶν	a-s---fa-	Ἰδαιᾶν		
Ἰδαίαν	a-s---fa-	Ἰδαίαν	_1_5	wiktionary
Ἰδαίαν	n-s---fa-	Ἰδαίη	_1_5	wiktionary
Ἰδαία	a-s---fn-	Ἰδαίος	_1_5	wiktionary
Ἰδαίαις	a-p---fd-	Ἰδαίος		
Ἰδαῖον	a-s---ma-	ἰδαῖος	_1	hypotactic
Ἰδαῖον	a-s---na-	ἰδαῖος	_1	hypotactic
Ἰδαῖον	n-s---ma-	ἰδαῖος	_1	hypotactic
Ἰδαῖος	n-s---mn-	ἰδαῖος		
Ἰδαία	a-s---fn-	Ἰδαῖος	_1_5	wiktionary
Ἰδαῖα	a-s---fn-	Ἰδαῖος	_1^5	wiktionary
Ἰδαῖα	a-p---na-	Ἰδαῖος	_1^5	wiktionary
Ἰδαίαν	a-s---fa-	Ἰδαῖος	_1_5	wiktionary
Ἰδαίοις	a-p---md-	Ἰδαῖος	_1	hypotactic
Ἰδαίου	a-s---ng-	Ἰδαῖος	_1	hypotactic
ἰδαῖον	n-s---ma-	Ἰδαῖός		
Ἰδαίας	a-s---fg-	̓ἰδαῖος	_1_5	wiktionary
ἰδέαν	n-s---fa-	ἰδέα	^1_4	hypotactic
Ἴδεθ’	v2paia---	Ἴδεθ		
ἰδεῖν	u--------	ἰδεῖν	^1	wiktionary
ἰδεῖν	v--ana---	ἰδεῖν	^1	wiktionary
ἰδεῖναἰσχύνομαι	v1spie---	ἰδεῖναἰσχύνω		
ἰδεῖνπάρα	u--------	ἰδεῖνπάρα		
ἴδεσθ’	v2pamm---	ἴδεσθ		
Ἴδεσθ’	v2pamm---	Ἴδεσθ		
ἴδεσθε	v2pamm---	ἴδεσθέ	^1	wiktionary
ἰδέσθω	v3samm---	ἰδέσθω	^1	wiktionary
ἴδετ’	v2paia---	ἴδετ		
ἰδεῖν	v--ana---	ἰδέω	^1	wiktionary
Ἴδη	n-s---fn-	ἴδη		
Ἴδης	n-s---fg-	ἴδη	_1	hypotactic
Ἴδης	n-p---fa-	ἴδη	_1	hypotactic
Ἴδης	v2sasa---	ἴδη	_1	hypotactic
Ἴδας	n-p---fa-	Ἴδη	_1_3	wiktionary
Ἴδηι	n-s---fd-	Ἴδηι		
ἴδηις	v2sasa---	ἴδηις		
ἴδηις	v2saoa---	ἴδηις		
Ἴδην	n-s---fa-	Ἴδην	_1	hypotactic
ἴδητ’	v2pasa---	ἴδητ		
ἰδίαι	a-s---fd-	ἰδίαι		
ἰδίοισιν	a-p---md-	ἰδίοισιν	^7	breve_ultima
ἰδίαι	a-p---fn-	ἰδίος		
ἰδίαι	a-s---fd-	ἰδίος		
ἰδίαι	a-p---fd-	ἰδίος		
ἰδίᾳ	a-s---fd-	ἴδιος	^1^3_4	ifthimos
ἴδια	a-p---na-	ἴδιος	^1^3^4	wiktionary
ἴδιαι	a-p---fn-	ἴδιος	^1^3	wiktionary
ἰδίας	a-p---fa-	ἴδιος	^1^3_4	wiktionary
ἰδίας	a-s---fg-	ἴδιος	^1^3_4	wiktionary
ἰδίοις	a-p---md-	ἴδιος	^1^3	wiktionary
ἴδιον	a-s---nn-	ἴδιος	^1^3	wiktionary
ἴδιον	a-s---na-	ἴδιος	^1^3	wiktionary
ἴδιον	a-s---ma-	ἴδιος	^1^3	wiktionary
ἰδοῦσαι	v-papafn-	ἰδίσκω	^1	hypotactic
ἴδοι	v3saoa---	ὁράω	^1	wiktionary
ἴδοιμ’	v1saoa---	ὁράω		
ἰδοίμαν	v1saom---	ὁράω		
ἴδοιμι	v1saoa---	ὁράω	^1^6	wiktionary
ἴδοισθε	v2paom---	ὁράω	^1	wiktionary
ἰδόμαν	v1siie---	ὁράω		
ἰδόμαν	v1saim---	ὁράω		
ἰδόνθ’	v-sapama-	ὁράω		
ἰδόντ’	v-sapama-	ὁράω		
ἰδόντε	v-dapamn-	ὁράω		
ἰδόντες	v-papamn-	ὁράω		
ἰδού	i--------	ἰδού	^1	manual
ἰδοῦ	d--------	ἰδοῦ	^1	wiktionary
Ἰδοῦ	d--------	Ἰδοῦ		
ἰδούηδ	p-s---fn-	ἰδούἥδ		
ἰδοῦσ’	v-papafn-	ἰδοῦσ		
ἰδοῦσ’	v-sapafn-	ἰδοῦσ		
ἰδούσῃ	v-sapafd-	ἰδούσῃ		
ἰδουτό	u--------	ἰδουτό		
ἰδούτο	u--------	ἰδούτὸ		
ἰδούτοδ	p-s---nn-	ἰδούτόδ		
ἱδρυμένους	v-prpema-	ἱδρῖμαυ		
ἴδριες	n-p---fn-	ἴδρις	^4	hypotactic
ἴδρις	n-s---fn-	ἴδρις		
ἴδρις	n-s---nn-	ἴδρις		
ἴδρις	a-s---fn-	ἴδρις		
ἱδρύεθ’	v3siie---	ἱδρύεθ		
ἱδρύσας	v-sapamn-	ἱδρύζω	_4_6	wiktionary
ἵδρυσαι	v--ana---	ἵδρυζω	_4	wiktionary
ἵδρυσον	v2sama---	ἵδρυζω	_4	wiktionary
ἵδρυμα	n-s---na-	ἵδρυμα	^4^6	wiktionary,breve_ultima
ἵδρυμαπόλεος	n-s---mg-	ἵδρυμαπόλεος		
ἱδρύματα	n-p---na-	ἱδρύματα	_4^6^8	wiktionary
ἱδρύματα	n-p---nn-	ἱδρύματον	_4^6^8	wiktionary
ἱδρύματα	n-p---na-	ἱδρύματον	_4^6^8	wiktionary
ἱδρυμένας	v-prpefa-	ἱδρυμένας	_8	ifthimos
ἱδρυμένη	v-srpefn-	ἱδρυμένη	_4	wiktionary
ἱδρύεται	v3spie---	ἱδρύομαι	_4	wiktionary
ἱδρύσεται	v3sfim---	ἱδρύσεται	_4	wiktionary
ἱδρύσῃς	v2sasa---	ἱδρύσῃς	_4	wiktionary
ἱδρυτέον	a-s---nn-	ἱδρυτέον	_4	lsj
ἱδρύσατο	v3saim---	ἱδρύω	_4^6	wiktionary
ἱδρῦσθαι	v--rne---	ἱδρύω	_4	ifthimos
ἵδρυται	v3srie---	ἱδρύω	_4	wiktionary
ἱδρῦσαι	v--ana---	ἱδρῦω	_4	ifthimos
ἱδρώς	n-s---mn-	ἱδρώς	_1	wiktionary
ἱδρὼς	n-s---mn-	ἱδρώς	_1	barytone
ἱδρῶτα	n-s---ma-	ἱδρώς	^6	wiktionary
ἱδρῶτι	n-s---md-	ἱδρώς	^6	wiktionary
ἴδω	v1sasa---	ἴδω	^1	wiktionary
ἰδώμεθ’	v1pasm---	ἰδώμεθ		
ἰδών	v-sapamn-	ἰδών	^1	wiktionary
ἴδωσιν	v3pasa---	ἴδωσιν	^5	breve_ultima
ἱέντα	v-sppama-	ἱέ	^1^5	hypotactic
ἱείς	v-sppamn-	ἱείς	_1	wiktionary
ἱεῖσα	v-sppafn-	ἱεῖσα	^1^5	wiktionary
ἱεῖσαν	v3paia---	ἱεῖσαν	^5	breve_ultima
ἱεμένα	v-sppefn-	ἱεμένα		
ἱέναι	v--pna---	ἱέναι	_1	wiktionary
ἱέντα	v-sppama-	ἱέντα	^1^5	hypotactic
ἱέντες	v-pppamn-	ἱέντες	^1	hypotactic
ἱέντος	v-sppamg-	ἱέντος	^1	hypotactic
ἱέρακ’	n-p---na-	ἱέρακ		
ἱεράν	a-s---fa-	ἱεράν	_4	wiktionary
ἱερὰν	a-s---fa-	ἱερὰν	_4	hypotactic,barytone
ἱέρεαι	n-p---mn-	ἱέρεας		
ἱερέαν	n-s---ma-	ἱερέης	_5	ifthimos
ἱερέα	n-s---ma-	ἱερεύς	^1^5	wiktionary
ἱερεύς	n-s---mn-	ἱερεύς	^1	wiktionary
ἱερεὺς	n-s---mn-	ἱερεύς	^1	hypotactic,barytone
ἱεροδόκα	v1sria---	ἱεροδόκ		
ἱερά	n-p---nn-	ἱερόν	^1_4	wiktionary
ἱερά	n-p---na-	ἱερόν	^1_4	wiktionary
ἱερὰ	n-p---na-	ἱερόν	^1_4	nominal,barytone
ἱερὰ	n-p---nn-	ἱερόν	^1_4	nominal,barytone
ἱεροῖσιν	n-p---nd-	ἱερόν	^7	wiktionary
ἱερόν	a-s---na-	ἱερόν	^1	wiktionary
ἱερόν	n-s---na-	ἱερόν	^1	wiktionary
ἱερόν	n-s---ma-	ἱερόν	^1	wiktionary
ἱερόν	n-s---nn-	ἱερόν	^1	wiktionary
ἱερὸν	n-s---ma-	ἱερόν	^1	wiktionary,barytone
ἱερὸν	n-s---nn-	ἱερόν	^1	wiktionary,barytone
ἱερὸν	a-s---na-	ἱερόν	^1	wiktionary,barytone
ἱερὸν	n-s---na-	ἱερόν	^1	wiktionary,barytone
ἱεροῦ	n-s---ng-	ἱερόν		
ἱερῶν	n-p---ng-	ἱερόν	^1	hypotactic
ἱερῶν	a-p---ng-	ἱερόν	^1	hypotactic
ἱερά	a-p---na-	ἱερός	^1_4	wiktionary
ἱερά	n-p---na-	ἱερός	^1_4	wiktionary
ἱερά	a-p---nn-	ἱερός	^1_4	wiktionary
ἱερά	n-p---nn-	ἱερός	^1_4	wiktionary
ἱερὰ	a-p---na-	ἱερός	^1_4	barytone
ἱερὰ	a-p---nn-	ἱερός	^1_4	barytone
ἱεραί	a-p---fn-	ἱερός		
ἱεραῖσιν	a-p---fd-	ἱερός	^7	breve_ultima
ἱεράν	a-s---fa-	ἱερός	_4	wiktionary
ἱερὰν	a-s---fa-	ἱερός	_4	hypotactic,barytone
ἱεράς	a-p---fa-	ἱερός	_4	wiktionary
ἱερὰς	a-p---fa-	ἱερός	_4	ifthimos,barytone
ἱερᾶς	a-p---fa-	ἱερός	^1_4	ifthimos
ἱερᾶς	a-s---fg-	ἱερός	^1_4	ifthimos
ἱεροί	a-p---mn-	ἱερός		
ἱεροὶ	a-p---mn-	ἱερός		barytone
ἱεροῖς	n-p---nd-	ἱερός	^1	hypotactic
ἱεροῖς	a-p---nd-	ἱερός	^1	hypotactic
ἱερόν	a-s---ma-	ἱερός	^1	wiktionary
ἱερόν	a-s---nn-	ἱερός	^1	wiktionary
ἱερόν	a-s---nv-	ἱερός	^1	wiktionary
ἱερόν	a-s---na-	ἱερός	^1	wiktionary
ἱερὸν	a-s---na-	ἱερός	^1	wiktionary,barytone
ἱερὸν	a-s---nn-	ἱερός	^1	wiktionary,barytone
ἱερὸν	a-s---nv-	ἱερός	^1	wiktionary,barytone
ἱερὸν	a-s---ma-	ἱερός	^1	wiktionary,barytone
ἱερός	u--------	ἱερός	^1	wiktionary
ἱερός	a-s---mn-	ἱερός	^1	wiktionary
ἱερὸς	a-s---mn-	ἱερός	^1	barytone
ἱερούς	a-p---ma-	ἱερός		
ἱεροὺς	a-p---ma-	ἱερός		hypotactic,barytone
ἱερῶν	a-p---mg-	ἱερός	^1	hypotactic
ἱερῶν	a-p---ng-	ἱερός	^1	hypotactic
ἱρόν	a-s---ma-	ἱερός	_1	wiktionary
ἱρὸν	a-s---ma-	ἱερός	_1	barytone
ἱρός	a-s---mn-	ἱερός	_1	wiktionary
ἱρὸς	a-s---mn-	ἱερός	_1	barytone
ἱερῶι	n-s---nd-	ἱερῶι		
ἱέμενον	v-sppema-	ἱέω	^1	wiktionary
ἵζ’	v3spia---	ἵζμι		
ἵζου	v2spme---	ἵζου	_1	wiktionary
ἵζουσ’	v3ppia---	ἵζουσ’		
ἵζε	v2spma---	ἵζω	^1	wiktionary
ἵζει	v3spia---	ἵζω	^1	wiktionary
ἵζειν	v--pna---	ἵζω	^1	wiktionary
ἵζεσθε	v2ppme---	ἵζω	^1	wiktionary
ἵζοι	v3spoa---	ἵζω	^1	wiktionary
ἵζομεν	v1ppia---	ἵζω	^1	wiktionary
ἵζου	v2spme---	ἵζω	_1	wiktionary
ἵζω	v1spia---	ἵζω	^1	wiktionary
ἵζων	v-sppamn-	ἵζω	^1	wiktionary
ἰή	a-s---fn-	ἰή		
ἰὴ	a-s---fn-	ἰὴ		hypotactic,barytone
ἰηϊήιον	a-s---na-	ἰηϊήιον		
ἰήιον	n-s---ma-	ἰήιον		
ἰήιον	a-s---ma-	ἰήιον		
ἰήιε	a-s---mv-	ἰήιος		
Ἰήϊε	a-s---mv-	ἰήιος		
ἰηίων	a-p---mg-	ἰήιος		
ἴηις	v2spia---	ἴηιςμι		
ἰηλεμιστρίας	n-s---fg-	ἰηλεμιστρία	_11	ifthimos
ἰηλέμοισιν	n-p---md-	ἰηλέμοισιν	^9	breve_ultima
ἰήλεμον	n-s---ma-	ἰήλεμος	^1	hypotactic
ἰηλέμων	n-s---mn-	ἰηλέμων		
ἵει	v3siia---	ἵημι	^1	wiktionary
ἵει	v2spma---	ἵημι	^1	wiktionary
ἱείς	v-sppamn-	ἵημι	_1	wiktionary
ἱείς	v2spia---	ἵημι	_1	wiktionary
ἱεὶς	v-sppamn-	ἵημι	_1	barytone
ἱεὶς	v2spia---	ἵημι	_1	barytone
ἱέμενοι	v-pppemn-	ἵημι	_1	hypotactic
ἱέμενοι	v-ppp-mn-	ἵημι	_1	hypotactic
ἱέμενος	v-spp-mn-	ἵημι	_1	wiktionary
ἱέμεσθα	v1ppie---	ἵημι	^7	breve_ultima
ἵεσαν	v3piia---	ἵημι	^1^4	wiktionary
ἵετο	v3siie---	ἵημι	^1	wiktionary
ἵης	v2spia---	ἵημι	^1	wiktionary
ἵησι	v3spia---	ἵημι	^1^4	wiktionary
ἵησιν	v3spia---	ἵημι	^4	breve_ultima
ἰή	n-s---fv-	ἰής		
ἰή	n-s---fv-	ἰὴς		
ἰὴ	n-s---fv-	ἰὴς		hypotactic,barytone
ἵησ’	v3saia---	ἵησ		
ἵησ’	v3spia---	ἵησ		
Ἴθ’	v2spma---	Ἴθ		
ἴθ’	v2spma---	ἴθ’		
ἴθ’	u--------	ἴθ’		
ἰθαιγενής	a-s---mn-	ἰθαιγενής		
ἰθαιγενὴς	a-s---mn-	ἰθαιγενής		hypotactic,barytone
Ἰθάκης	n-s---fg-	Ἰθάκη	^1^3	wiktionary
ἰθύνει	v3spia---	ἰθύνει	_1_3	wiktionary
ἰθύνων	v-sppamn-	ἰθύνω	_1_3	wiktionary
ἴθυσαν	v3paia---	ἰθύω	_1_3^5	hypotactic,breve_ultima
καθήσω	v1sfia---	ἵκαθημι		
ἱκάνει	v3spia---	ἱκάνει	^1_3	hypotactic
ἱκανά	a-p---nn-	ἱκανός	^1^3_5	wiktionary
ἱκανὰ	a-p---nn-	ἱκανός	^1^3_5	barytone
ἱκανός	a-s---mn-	ἱκανός	^1^3	wiktionary
ἱκανὸς	a-s---mn-	ἱκανός	^1^3	barytone
ἱκάνεις	v2spia---	ἱκάνω	^1_3	hypotactic
ἱκάνομεν	v1ppia---	ἱκάνω	^1_3	hypotactic
ἱκάνω	v1spia---	ἱκάνω	^1_3	hypotactic
Ἰκάρου	n-s---mg-	Ἰκάρου	_1^3	wiktionary
ἵκεθ’	v3saim---	ἵκεθ		
ἵκεθ’	v3sai----	ἵκεθ		
ἱκεσίαν	n-s---fa-	ἱκεσία	^5_6	wiktionary
ἱκεσίας	n-p---fa-	ἱκεσία	^5_6	wiktionary
ἱκεσίαισι	n-p---fd-	ἱκεσίη	^9	breve_ultima
ἱκεσίαι	a-p---fn-	ἱκεσίος	^5	wiktionary
Ἱκεσίου	a-s---mg-	Ἱκεσίος	_1^5	hypotactic
ἱκεσίοις	a-p---md-	ἱκεσῖος		
ἱκεσίοισι	a-p---md-	ἱκεσῖος	^9	breve_ultima
ἱκεσία	a-s---fn-	ἱκέσιος	^5_6	wiktionary
ἱκεσία	n-d---fn-	ἱκέσιος	^5_6	wiktionary
ἱκέσιον	a-s---ma-	ἱκέσιος	^1^5	hypotactic
ἱκέσιος	a-s---mn-	ἱκέσιος		
ἱκεσίου	a-s---mg-	ἱκέσιος		
Ἱκέσιον	a-s---ma-	Ἱκέσιος		
ἱκεσίους	a-p---fa-	ἱκεσίους		
ἵκετ’	v3sai----	ἵκετ		
ἵκετ’	v3saim---	ἵκετ		
ἱκετᾶν	n-s---fa-	ἱκετᾶ	_5	ifthimos
ἱκεταδόκου	n-s---mg-	ἱκεταδόκης		
ἱκέταν	n-s---fa-	ἱκέταν	_5	ifthimos
ἱκετεύετ’	v2ppma---	ἱκετεύετ		
ἱκέτευ’	v2spma---	ἱκέτευμι		
ἱκετεύομεν	v1ppia---	ἱκετεύομέν		
ἱκετεύοντε	v-dppamn-	ἱκετεύοντέ		
ἱκετεύουσα	v-sppafn-	ἱκετεύουσά	^10	wiktionary
ἱκέτευσα	v1saia---	ἱκέτευσά	_1^8	wiktionary
ἱκέτευσον	v2sama---	ἱκέτευσον	_1	wiktionary
ἱκετεύομεν	v1piia---	ἱκετεύω		
ἱκετεύομεν	v1ppia---	ἱκετεύω		
ἱκετεύοντε	v-dppamn-	ἱκετεύω		
ἱκετεύουσαν	v-sppafa-	ἱκετεύω	^10	breve_ultima
ἱκετεύσειν	v--fna---	ἱκετεύω	_1	wiktionary
ἱκετεύσω	v1sfia---	ἱκετεύω	_1	wiktionary
ἱκετεύω	v1spia---	ἱκετεύω		
ἱκετεύων	v-sppamn-	ἱκετεύων		
ἱκέτην	n-s---ma-	ἱκέτην	^1	wiktionary
ἱκετῆρες	n-p---mn-	ἱκετήρ		
ἱκετηρίαν	n-s---fa-	ἱκετηρία		
ἱκτήριον	a-s---ma-	ἱκετήριος		
ἱκέται	n-p---mn-	ἱκέτης	^1	wiktionary
ἱκέταις	n-p---md-	ἱκέτης	^1	wiktionary
ἱκέταν	n-s---ma-	ἱκέτης	_5	ifthimos
ἱκέτας	n-p---ma-	ἱκέτης	^1_5	wiktionary
ἱκέτην	n-s---ma-	ἱκέτης	^1	wiktionary
ἱκέτης	n-s---mn-	ἱκέτης	^1	wiktionary
ἱκετῶν	n-p---mg-	ἱκέτης	^1	wiktionary
ἱκέτιν	n-s---fa-	ἱκέτις		
ἱκέτιν	n-s---ma-	ἱκέτις		
ἱκέτις	n-s---fn-	ἵκετις	^1^5	hypotactic
ἱκέτις	n-s---mn-	ἵκετις	^1^5	hypotactic
ἱκνεῖθ’	v3spie---	ἱκνεῖθ		
ἱκνεῖται	v3spie---	ἱκνεῖμι	^1	wiktionary
