token	tag	lemma	macron	source
ἀπάξεται	v3sfim---	ἀπάξεται	^1^3	wiktionary
ἀπάξομαι	v1sfim---	ἀπάξομαι	^1^3	wiktionary
ἀπάξοντ’	v-sfpama-	ἀπάξοντ		
ἄπαππον	a-s---na-	ἄπαππος		
ἀπαράμυθον	a-s---ma-	ἀπαράμυθος	_1^3^5_7	hypotactic
ἀπαράμυθον	a-s---nn-	ἀπαράμυθος	_1^3^5_7	hypotactic
ἀπαράξαι	v--ana---	ἀπαράσσω		
ἀπαρθένευτα	a-p---nn-	ἀπαρθένευτος	^11	breve_ultima
ἀπάρθενον	a-s---fa-	ἀπάρθενος	^1	hypotactic
Ἄπαριν	n-s---fa-	Ἄπαρις	^5	breve_ultima
ἀπαρκεῖν	v--pna---	ἀπαρκέω		
ἀπαρκοῖ	v3spoa---	ἀπαρκοῖ		
ἀπαρνηθέντα	v-sappma-	ἀπαρνάω		
ἀπαρνεῖσθαι	v--anm---	ἀπαρνεῖσθαι		
ἀπαρνηθήσεται	v3sfim---	ἀπαρνέομαι		
ἀπαρνοῦμαι	v1spie---	ἀπαρνέομαι		
ἄπαρνον	a-s---na-	ἄπαρνος		
ἄπαρνος	n-s---mn-	ἄπαρνος		
ἀπαρνοῦμαι	v1spie---	ἀπαρνοῦμαι		
ἀπαρνούμεσθ’	v1pfim---	ἀπαρνούμεσθ		
ἀπαροῦμεν	v1pfia---	ἀπαροῦμεν		
ἀπαρτῆσαι	v--ana---	ἀπαρτέω		
ἀπαρτίζει	v3spia---	ἀπαρτίζω	^1_6	hypotactic
ἀπαρχάς	n-p---fa-	ἀπαρχή	_6	ifthimos
ἀπαρχὰς	n-p---fa-	ἀπαρχή	_6	ifthimos,barytone
ἀπαρχήν	n-s---fa-	ἀπαρχή		
ἀπαρχὴν	n-s---fa-	ἀπαρχή		barytone
ἄπαρχος	a-s---mn-	ἄπαρχος		
ἄπαρχος	a-s---fn-	ἄπαρχος		
ἅπαν	a-s---na-	ἅπας	^3	wiktionary
ἅπαν	a-s---nn-	ἅπας	^3	wiktionary
Ἅπαν	a-s---nn-	ἅπας		
Ἅπαν	a-s---na-	ἅπας		
ἅπαντα	a-p---na-	ἅπας	^1^3^6	wiktionary
ἅπαντα	a-p---nn-	ἅπας	^1^3^6	wiktionary
ἅπαντα	a-s---ma-	ἅπας	^1^3^6	wiktionary
Ἅπαντα	a-p---nn-	ἅπας	^6	breve_ultima
Ἅπαντα	a-p---na-	ἅπας	^6	breve_ultima
ἅπαντας	a-p---ma-	ἅπας	^1^3^6	wiktionary
ἅπαντες	a-p---mn-	ἅπας	^1^3	wiktionary
ἅπαντι	a-s---md-	ἅπας	^1^3^6	wiktionary
ἅπαντος	a-s---ng-	ἅπας	^1^3	wiktionary
ἅπαντος	a-s---mg-	ἅπας	^1^3	wiktionary
ἁπάντων	a-p---ng-	ἅπας	^1^3	wiktionary
ἁπάντων	a-p---mg-	ἅπας	^1^3	wiktionary
ἅπας	a-s---mn-	ἅπας	^1_3	wiktionary
Ἅπας	a-s---mn-	ἅπας		
ἅπασα	a-s---fn-	ἅπας	_3^5	wiktionary,breve_ultima
ἅπασαν	a-s---fa-	ἅπας	^1_3^5	wiktionary
ἁπάσας	a-p---fa-	ἅπας	^1_3_5	wiktionary
ἁπάσης	a-s---fg-	ἅπας	^1_3	wiktionary
ἅπασι	a-p---md-	ἅπας	^1_3^5	wiktionary
ἅπασιν	a-p---md-	ἅπας	^1_3^5	wiktionary
ἁπασῶν	a-p---fg-	ἅπας	^1_3	wiktionary
ἅπασιν	a-p---md-	ἅπασιν	^1_3^5	wiktionary
ἀπέσκηψεν	v3saia---	ἀπασκήπτω	^1	hypotactic
ἀπασπαίρουσα	v-sppafn-	ἀπασπαίρω	^12	breve_ultima
ἀπάξομαι	v1sfim---	ἀπάσσω	^1^3	wiktionary
ἀπεστύγησαν	v3paia---	ἀπαστύσσω	^10	breve_ultima
ἀπάταν	n-s---fa-	ἀπάτα		
Ἀπάταισιν	n-p---fd-	Ἀπάταις	^8	breve_ultima
ἀπάταν	n-s---fa-	ἀπάταν		
ἀπάτασεν	v3saia---	ἀπάτασεν		
ἠπατημένη	v-srpefn-	ἀπατάω		
ἀπάτας	n-p---fa-	ἀπάτη	^1^3_5	wiktionary
ἀπάτορ’	n-s---mv-	ἀπάτορ		
ἀπάτορ’	n-s---ma-	ἀπάτορ		
ἀπάτα	v3spia---	ἀπάτος	^1^3_5	wiktionary
ἀπατώμενον	v-sppenn-	ἀπατώμενον		
ἀπάτορα	n-s---ma-	ἀπάτωρ	^1^3^7	wiktionary
ἀπάτορας	n-p---fa-	ἀπάτωρ	^1^3^7	wiktionary
ἀπάτωρ	n-s---mn-	ἀπάτωρ	^1^3	wiktionary
ἀπάτωρ	a-s---fn-	ἀπάτωρ	^1^3	wiktionary
ἀπαυδᾶις	v2spia---	ἀπαυδᾶις	_3	ifthimos
ἀπαυδᾶν	v--pna---	ἀπαυδάω	_3	ifthimos
ἀπηύδα	v3siia---	ἀπαυδάω	_6	ifthimos
ἀπηύδων	v1siia---	ἀπαυδάω		
ἀπαυδῶ	v1spia---	ἀπαυδῶ		
ἀπηύρα	v3siia---	ἀπαυράω	^1_6	hypotactic
ἄπαυστον	a-s---fa-	ἄπαυστος		
ἄπαυστος	a-s---fn-	ἄπαυστος		
ἀπαύστου	a-s---mg-	ἀπαύστου		
ἀποῦσα	v-sppafn-	ἀπάω	^6	wiktionary
ἀπούσας	v-pppafa-	ἀπάω	_6	wiktionary
ἀπε	v3piie---	ἀπε		
ἀπέβας	v1saia---	ἀπέ		
ἀπέβασαν	v3paia---	ἀπέβασαν	^7	breve_ultima
ἀπέβλαστον	v3piia---	ἀπέβλαστον		
ἀπέβα	v3saia---	ἀπέβος	^1_5	hypotactic
ἀπέδειξας	v2saia---	ἀπέδειξας	^8	wiktionary
ἀπέδικες	v2saia---	ἀπέδικον		
ἀπέδιλος	v-sppamn-	ἀπέδιλοω	_5	wiktionary
ἀπέδραν	v3saia---	ἀπέδραν		
ἀπέδωκ’	v1saia---	ἀπέδωκ		
ἀπειπών	v-sapamn-	ἀπεείπω		
ἀπειπὼν	v-sapamn-	ἀπεείπω		barytone
ἀπέρρων	v-sppamn-	ἀπέερρω		
ἀπεζεύχθης	v2saip---	ἀπεζούχω		
ἀπεζύγην	v1saip---	ἀπεζύγην		
ἀπεζύγης	v2saip---	ἀπεζύγης		
ἀπεθέμην	v1saim---	ἀπεθέμην		
ἀπέθρισας	v2saia---	ἀπέθριζω	^8	breve_ultima
ἀπέθρισεν	v3saia---	ἀπέθρισεν		
ἀπειθήσας	v-sapamn-	ἀπειθέω	_8	wiktionary
ἀπειθοίης	v2spoa---	ἀπειθέω		
ἀπεικάσαι	v--ana---	ἀπεικάζω		
ἀπεικασθείς	v-sappmn-	ἀπεικάζω		
ἀπεικασθεὶς	v-sappmn-	ἀπεικάζω		barytone
ἀπεικάσας	v2saia---	ἀπεικάω		
ἀπειλεῖ	v3spia---	ἀπειλέω	^1	hypotactic
ἀπείλει	v2spma---	ἀπειλέω	^1	hypotactic
ἀπειλεῖν	v--pna---	ἀπειλέω		
ἀπειλεῖς	v2spia---	ἀπειλέω		
ἀπειλήσας	v2saia---	ἀπειλέω	^1_8	hypotactic
ἀπειλήσων	v-sfpamn-	ἀπειλέω		
ἀπειλῶν	v-sppamn-	ἀπειλέω		
ἀπειλαί	n-p---fn-	ἀπειλή		
ἀπειλαὶ	n-p---fn-	ἀπειλή		hypotactic,barytone
ἀπειλαῖς	n-p---fd-	ἀπειλή		
ἀπειλάς	n-p---fa-	ἀπειλή	_6	wiktionary
ἀπειλὰς	n-p---fa-	ἀπειλή	_6	ifthimos,barytone
ἀπειλή	n-s---fn-	ἀπειλή		
ἀπειλὴ	n-s---fn-	ἀπειλή		barytone
ἀπειλῶν	n-p---fg-	ἀπειλή		
ἀπειλῶν	v-sppamn-	ἀπειλῶ		
ἄπειμ’	v1spia---	ἄπειμ		
ἄπει	v2spia---	ἄπειμι	^1	wiktionary
ἄπει	v2spma---	ἄπειμι	^1	wiktionary
ἄπει	v3spia---	ἄπειμι	^1	wiktionary
ἄπειμι	v1spia---	ἄπειμι	^1^6	wiktionary
Ἄπειμι	v1spia---	ἄπειμι	^6	breve_ultima
ἄπεισι	v3spia---	ἄπειμι	^1^6	wiktionary
ἄπεισιν	v3spia---	ἄπειμι	^6	breve_ultima
ἄπεισιν	v--fna---	ἄπειμι	^6	breve_ultima
ἄπεισιν	v3ppia---	ἄπειμι	^6	breve_ultima
ἄπεσμεν	v1paia---	ἄπειμι		
ἄπεστι	v3spia---	ἄπειμι	^6	breve_ultima
ἄπεστιν	v3spia---	ἄπειμι	^1^6	hypotactic,breve_ultima
ἀπῇ	v3sasa---	ἄπειμι		
ἀπῇ	v3spsa---	ἄπειμι		
ἀπόντες	v-papamn-	ἄπειμι		
ἀπόντος	v-sppamg-	ἄπειμι		
ἀπών	v-sppamn-	ἄπειμι		
ἀπὼν	v-sppamn-	ἄπειμι		barytone
Ἄπειμι	v1spia---	Ἄπειμι	^6	breve_ultima
ἄπεστι	v3spia---	ἄπείμι	^6	breve_ultima
ἀπείη	v3spoa---	ἀπείνω	^1	hypotactic
ἀπεῖπας	v2saia---	ἀπεῖπον	^6	wiktionary
ἀπεῖπε	v3saia---	ἀπεῖπον		
ἀπειπεῖν	v--ana---	ἀπεῖπον		
ἀπεῖπεν	v3saia---	ἀπεῖπον	^1	hypotactic
ἀπεῖπον	v1saia---	ἀπεῖπον	^1	hypotactic
ἀπεῖργε	v3siia---	ἀπεῖργα		
ἀπειργάθῃ	v3saip---	ἀπειργάθῃ		
ἀπεῖργεν	v3siia---	ἀπεῖργεν		
ἀπείργεται	v3spie---	ἀπείργομαι		
ἀπείργουσ’	v3ppia---	ἀπείργουσ’		
ἀπείργει	v3spia---	ἀπείργω		
ἀπείργειν	v--pna---	ἀπείργω	^1	hypotactic
ἀπείργοι	v3spoa---	ἀπείργω		
ἀπείργω	v1spia---	ἀπείργω		
ἀπείρξω	v1sfia---	ἀπείργω		
ἀπειρεσίων	a-p---mg-	ἀπειρέσιος	^1^8	wiktionary
ἀπείρηκεν	v3sria---	ἀπείρηκεν		
ἀπειρηκός	a-s---mn-	ἀπειρηκός		
ἀπειρηκὸς	a-s---mn-	ἀπειρηκὸς		barytone
ἀπειρηκώς	v-srpamn-	ἀπειρηκώς		
ἀπειρηκὼς	v-srpamn-	ἀπειρηκὼς		barytone
ἀπεῖρξεν	v3saia---	ἀπεῖρξεν		
ἀπειρόδακρυν	a-s---fa-	ἀπειρόδακρύς	^11	breve_ultima
ἀπειρόδροσοι	a-p---fn-	ἀπειρόδροσος		
ἀπείροις	a-p---fd-	ἀπείροις	^1	wiktionary
ἀπειροκάκωι	a-s---md-	ἀπειροκάκωι		
ἄπειροι	a-p---mn-	ἄπειρος	^1	wiktionary
ἄπειρος	a-s---fn-	ἄπειρος	_1	wiktionary
ἄπειρος	a-s---mn-	ἄπειρος	_1	wiktionary
ἀπειροσύνην	n-s---fa-	ἀπειροσύνη		
ἀπείρου	a-s---fg-	ἀπείρου	_1	wiktionary
ἀπείρωι	a-s----d-	ἀπείρωι		
ἄπειρον	a-s---na-	ἀπείρων	_1	wiktionary
ἄπειρον	a-s---fa-	ἀπείρων	_1	wiktionary
ἀπείρων	a-s---mn-	ἀπείρων	^1	wiktionary
ἀπέκλαγξεν	v3saia---	ἀπέκλαγξεν		
ἀπεκρίνω	v1spia---	ἀπεκρίνω	^1_6	wiktionary
ἀπέκτανεν	v3saia---	ἀπέκτανεν		
ἀπέκτειν’	v3siia---	ἀπέκτειν		
ἀπέκτειν’	v3saia---	ἀπέκτειν		
ἀπέκτεινες	v2saia---	ἀπέκτεινον		
ἀπέκτεινον	v1saia---	ἀπέκτεινον		
ἀπελαυνόμεθ’	v1ppie---	ἀπελαυνόμεθ		
ἀπελαυνομένη	v-sppefn-	ἀπελαυνομένη		
ἀπήλασαν	v3paia---	ἀπελαύνω	^7	breve_ultima
ἀπήλασεν	v3saia---	ἀπελαύνω		
ἀπήλαυνον	v1siia---	ἀπελαύνω		
ἀπέλαυσα	v1saia---	ἀπέλαυσα	^8	wiktionary
ἀπέλειπε	v3saia---	ἀπέλειπε		
ἀπέλειπον	v1saia---	ἀπέλειπον	^1	hypotactic
Ἄπελθ’	v2sama---	Ἄπελθ		
ἄπελθ’	v2spma---	ἄπελθ’		
ἄπελθε	v2sama---	ἄπελθε	^1	wiktionary
Ἄπελθε	v2sama---	Ἄπελθε		
ἀπελθέτω	v3spma---	ἀπελθέτω	^1	wiktionary
ἀπελαθείς	v-sappmn-	ἀπελίαω		
ἀπελαθεὶς	v-sappmn-	ἀπελίαω		barytone
ἀπελωβήθη	v3saie---	ἀπελωβήθη		
ἀπεμπολᾶις	n-p---fd-	ἀπεμπολᾶις	_8	ifthimos
ἀπεμπολᾶτε	v2pama---	ἀπεμπολᾶτε	_8	ifthimos
ἀπενάσσατο	v3saim---	ἀπενάσδομαι	^1^8	hypotactic
ἀπενάσθην	v1saip---	ἀπενάω		
ἀπενέπω	v1spia---	ἀπενέπω		
ἀπενθῆ	a-p---na-	ἀπενθής	^1	hypotactic
ἀπένθητον	a-s---na-	ἀπένθητος		
ἀπενθήτῳ	a-s---fd-	ἀπενθήτῳ		
ἀπεννέπεις	v2spia---	ἀπεννέπεις		
ἀπεννέπηι	v3sase---	ἀπεννέπηι		
ἀπεννέπουσα	v-sapafn-	ἀπεννέπουσά	^11	breve_ultima
ἀπεννέπω	v1sfia---	ἀπεννέπω	^1	hypotactic
ἀπεννέπω	v1spia---	ἀπεννέπω	^1	hypotactic
ἀπεῖναι	v--ana---	ἀπένω		
ἀπεξενοῦτο	v3siie---	ἀπεξενοῦτο		
ἀπεξενωμένοις	v-prpemd-	ἀπεξενωμένοις		
ἄπεπλος	a-s---mn-	ἄπεπλος	^1	hypotactic
ἀπέπτυσ’	v3saia---	ἀπέπτυσ		
ἀπέπτυσ’	v3siia---	ἀπέπτυσ’μι		
ἀπέπτυσ’	v2sama---	ἀπέπτυσ’μι		
ἀπέπτυσα	v1saia---	ἀπέπτυσα	^1^6^8	hypotactic
ἀπέπτυσαν	v3paia---	ἀπέπτυσαν	^6^8	wiktionary
ἀπέπτυσαν	v1saia---	ἀπέπτυσαν	^6^8	wiktionary
ἀπέπτυσ’	v2saim---	ἀπέπτυσμι		
ἀπέραντον	a-s---ma-	ἀπέραντος		
ἀπεράντου	a-s---mg-	ἀπεράντου		
ἀπέρατον	a-s---na-	ἀπέρατος	^1_5	hypotactic
ἀπέρατος	a-s---mn-	ἀπέρατος	^5	wiktionary
ἁπερεί	v3spia---	ἁπερεί		
ἀπερίτροπος	a-s---fn-	ἀπερίτροπος		
ἄπερρ’	u--------	ἄπερρ’		
ἀπέρρηξεν	v3saia---	ἀπέρρηξεν	^1	hypotactic
ἀπέρριψ’	v3saia---	ἀπέρριψ		
ἀπερύκοι	v3spoa---	ἀπερύκω	^1_5	hypotactic
ἀπερύκου	v2spme---	ἀπερύκω		
ἄπελθε	v2sama---	ἀπέρχομαι	^1	wiktionary
ἀπελθεῖν	v--ana---	ἀπέρχομαι	^1	wiktionary
ἀπελθών	v-sapamn-	ἀπέρχομαι	^1	wiktionary
ἀπελθὼν	v-sapamn-	ἀπέρχομαι	^1	barytone
ἀπέρχεται	v3spie---	ἀπέρχομαι	^1	wiktionary
ἀπέρχῃ	v2srie---	ἀπέρχομαι	^1	wiktionary
ἀπέρχομαι	v1spie---	ἀπέρχομαι	^1	wiktionary
ἀπῆλθες	v2saia---	ἀπέρχομαι	^1	wiktionary
ἀπήλθομεν	v1paia---	ἀπέρχομαι	^1	wiktionary
ἀπέρωτος	a-s---mn-	ἀπέρωτος		
ἀπέσκηψαν	v3paia---	ἀπέσκηψαν	^8	breve_ultima
ἀπεσκυθισμένην	v-srpefa-	ἀπεσκυθισμένην		
ἀπεσπάραξεν	v3saia---	ἀπεσπάραξεν		
ἀπέσπεισαν	v3paia---	ἀπέσπεισαν	^9	breve_ultima
ἄπεστ’	v3spia---	ἄπεστ		
ἀπεστάλης	v2sria---	ἀπεστάλης	^6	wiktionary
ἀπέσταλκ’	v1sria---	ἀπέσταλκ		
ἀπεστάτει	v3spia---	ἀπεστάμει		
ἀπέσταξεν	v3saia---	ἀπέσταξεν		
ἀπεστερήθην	v1saip---	ἀπεστερήθην		
ἀπεστέρηκας	v2sria---	ἀπεστέρηκας	^10	wiktionary
Ἀπεστέρηκας	v2sria---	Ἀπεστέρηκας	^10	breve_ultima
ἀπεστέρηκε	v3saia---	ἀπεστέρηκε		
ἀπεστερήμεθα	v1ppie---	ἀπεστερήμεθα	^12	wiktionary
ἀπεστερημένοιν	v-prpemd-	ἀπεστερημένοιν		
ἀπεστερημένοις	v-prpemd-	ἀπεστερημένοις		
ἀπεστέρησ’	v3saia---	ἀπεστέρησ		
ἀπεστέρησεν	v3saia---	ἀπεστέρησεν		
ἄπεστι	v3spia---	ἄπεστι	^6	breve_ultima
ἄπεστιν	v3spia---	ἄπεστιν	^1^6	hypotactic,breve_ultima
ἀπεστράφης	v2saip---	ἀπεστράφης		
ἀπεστράφης	v2saip---	ἀπεστρέφω		
ἀπέστρεψ’	v1saia---	ἀπέστρεψ		
ἀπέστω	v1spia---	ἀπέστω		
ἀπεσφάλην	v1slie---	ἀπεσφάλην		
ἀπέταμες	v1pria---	ἀπέταμες		
ἀπέτεισεν	v3saia---	ἀπέτεισεν		
ἀπετράπου	v2saim---	ἀπετράπου	^6	wiktionary
ἀπευθύνει	v3spia---	ἀπευθύνω		
ἀπευθύνειν	v--pna---	ἀπευθύνω		
ἀπευθύνῃ	v3spsa---	ἀπευθύνω		
ἀπευθύνοντα	v-sppama-	ἀπευθύνω	^11	breve_ultima
ἀπευκτά	a-p---na-	ἀπευκτός		
ἀπευκτὰ	a-p---na-	ἀπευκτός		barytone
ἀπευκτόν	a-s---ma-	ἀπευκτὸς		
ἀπευκτὸν	a-s---ma-	ἀπευκτὸς		barytone
ἀπεύχετον	a-s---na-	ἀπεύχετος		
ἀπεύχῃ	v2spie---	ἀπεύχῃ	^1	wiktionary
ἀπεύχου	v2spme---	ἀπεύχου	^1	wiktionary
ἀπεύχετον	v3dpia---	ἀπεύχω		
ἀπέφθισεν	v3saia---	ἀπέφθισεν	^1^6	hypotactic
ἀπέφυγες	v2saia---	ἀπέφυγες		
ἀπεχθέσθαι	v--anm---	ἀπεχθάνομαι	^1	hypotactic
ἀπεχθείας	n-s---fg-	ἀπεχθεία	^1_8	ifthimos
ἀπέχθημα	n-s---na-	ἀπέχθημα	^8	breve_ultima
ἀπεχθής	a-s---mn-	ἀπεχθής		
ἀπεχθὴς	a-s---mn-	ἀπεχθής		barytone
ἀπεχθήσηι	v2sfim---	ἀπεχθήσηι		
ἀπέχονται	v3ppie---	ἀπέχονται	^1	wiktionary
ἄπεχε	v2spma---	ἀπέχω	^1	wiktionary
ἀπέχειν	v--pna---	ἀπέχω	^1	wiktionary
ἀπόσχωνται	v3pase---	ἀπέχω	^1	wiktionary
ἀπέψη	v3saip---	ἀπέψη		
ἀπέστω	v1spia---	ἀπέωμι		
ἀπήμαντον	a-s---nn-	ἀπή		
ἀπήγαγ’	v3saia---	ἀπήγαγ		
ἀπήγγειλ’	v3siia---	ἀπήγγειλ		
ἀπηγριωμένον	v-sppema-	ἀπηγριωμένον		
ἀπῆσθα	v2siia---	ἀπῆδα	^6	breve_ultima
ἀπῆι	v3spsa---	ἀπῆι		
ἀπηλάθην	v1saip---	ἀπηλάθην		
ἀπήλασ’	v3saia---	ἀπήλασ		
ἀπήλασα	v1saia---	ἀπήλασα	^7	breve_ultima
ἀπήλασας	v-sapamn-	ἀπήλαω	^7	breve_ultima
ἀπηλλάγην	v1saip---	ἀπηλλάγην		
ἀπηλλάγης	v2saip---	ἀπηλλάγης		
ἀπήλλαγμαι	v1srie---	ἀπήλλαγμαι	^6	wiktionary
ἀπηλλάξαντο	v3paim---	ἀπηλλάξαντο	^6^8	wiktionary
ἀπηλλάχθη	v3saip---	ἀπηλλάχθη		
ἀπημάντῳ	a-s---nd-	ἀπημάντῳ		
ἀπημελημένον	v-srpenn-	ἀπημελημένον		
ἀπήμον’	a-s---ma-	ἀπήμονν		
ἀπήμπλαχ’	v3saia---	ἀπήμπλαχ		
ἀπημπόλα	v3siia---	ἀπημπόλα	_8	ifthimos
ἀπημπόλα	a-s---fn-	ἀπημπόλος	_8	ifthimos
ἀπήμονα	a-s---ma-	ἀπήμων	^1^7	hypotactic
ἀπήμων	v-sppamn-	ἀπήμων	^1	hypotactic
ἀπήμων	a-s---mn-	ἀπήμων	^1	hypotactic
ἀπῆν	v3saia---	ἀπῆν	^1	hypotactic
ἀπηνδρώθη	v3saip---	ἀπηνδρόω		
ἀπήνας	v-sapamn-	ἀπήνη	_5	wiktionary
ἀπήνη	v3saip---	ἀπήνη	^1	lsj
ἀπήνη	n-s---fn-	ἀπήνη	^1	lsj
ἀπήνην	n-s---fa-	ἀπήνη	^1	hypotactic
ἀπήνης	v2spsa---	ἀπήνη	^1	hypotactic
ἀπήνης	a-s---mn-	ἀπήνη	^1	hypotactic
ἀπήνης	n-s---fg-	ἀπήνη	^1	hypotactic
ἀπῇξ’	v1saia---	ἀπῇξ		
ἀπηξιώσατο	v3saie---	ἀπηξιώσατο	^5^8	wiktionary
ἀπήρκεσαν	v3paia---	ἀπήρκεσαν	^1^8	hypotactic,breve_ultima
ἀπηρνήθη	v3saip---	ἀπηρνήθη		
ἀπηρξάμην	v1saim---	ἀπηρξάμην		
ἀπῆρας	v2saia---	ἀπῆρω	^5	breve_ultima
ἀπῆσαν	v3paia---	ἀπῆσαν	^5	breve_ultima
ἀπῆσθ’	v2slia---	ἀπῆσθ		
ἀπητιμασμένη	v-srpefn-	ἀπητιμασμένη		
ἀπῄτουν	v3piia---	ἀπῄτουν	^1	wiktionary
ἀπειργμένοι	v-prpemn-	ἀπίγνυιρ		
Ἀπιδανόν	a-s---ma-	Ἀπιδανὸς	_1^3^5	wiktionary
Ἀπιδανὸν	a-s---ma-	Ἀπιδανὸς	_1^3^5	barytone
ἀπιθήσω	v1sfia---	ἀπιθέω	^3	wiktionary
ἀπενάσθην	v1saip---	ἀπιμινάσκομαι		
Ἀπιόθεν	d--------	Ἀπιόθεν		
ἀπίαν	a-s---fa-	ἄπιος		
Ἀπίαν	a-s---fa-	ἄπιος		
Ἀπίας	a-s---fg-	ἄπιος	_4	nominal
Ἀπίας	a-s---mn-	ἄπιος		
ἀπέσβη	v3siia---	ἀπίσβημι		
ἄπιστ’	a-s---mv-	ἄπιστ		
ἄπιστ’	a-p---nn-	ἄπιστ		
ἄπιστ’	a-s---ma-	ἄπιστ		
ἀπιστῆσαι	v--ana---	ἀπιστάω	^1^3	wiktionary
ἀπιστεῖν	v--pna---	ἀπιστέω	^1^3	wiktionary
ἀπιστῆσαι	v--ana---	ἀπιστέω	^1^3	wiktionary
ἀπιστήσαντα	v-sapama-	ἀπιστέω	^11	breve_ultima
ἀπιστήσασαν	v-sapafa-	ἀπιστέω	^10	breve_ultima
ἀπιστήσεις	v2sfia---	ἀπιστέω	^1^3	wiktionary
ἀπιστήσῃς	v2sasa---	ἀπιστέω	^1^3	wiktionary
ἀπιστήσω	v1sfia---	ἀπιστέω	^1^3	wiktionary
ἀπιστοῦσαι	v-pppafn-	ἀπιστέω		
ἀπιστοῦσαν	v-sppafa-	ἀπιστέω	^9	breve_ultima
ἀπιστοῦσιν	v-pppamd-	ἀπιστέω	^9	breve_ultima
ἀπιστῶ	v1spia---	ἀπιστέω	^1^3	wiktionary
ἀπέστην	v1saia---	ἀπίστημι		
ἀπέστης	v2saia---	ἀπίστημι		
ἀπιστία	n-s---fn-	ἀπιστία	^1^3^6_7	wiktionary
ἀπιστίας	n-s---fg-	ἀπιστία	^1^3^6_7	wiktionary
ἄπιστον	a-s---nn-	ἄπιστον	^3	wiktionary
ἄπιστον	a-s---na-	ἄπιστον	^3	wiktionary
ἄπιστα	a-p---na-	ἄπιστος	^1^3^6	hypotactic
ἄπιστοι	a-p---fn-	ἄπιστος	^3	wiktionary
ἄπιστοι	a-p---mv-	ἄπιστος	^3	wiktionary
ἄπιστον	a-s---ma-	ἄπιστος	^3	wiktionary
ἄπιστον	a-s---nn-	ἄπιστος	^3	wiktionary
ἄπιστον	a-s---fa-	ἄπιστος	^3	wiktionary
ἄπιστος	a-s---mn-	ἄπιστος	^1^3	hypotactic
ἄπιστος	a-s---fn-	ἄπιστος	^1^3	hypotactic
ἀπίστους	a-p---ma-	ἄπιστος	^3	wiktionary
ἀπιστοσύναν	n-s---fa-	ἀπιστοσύνη		
ἀπίστους	a-p---fa-	ἀπίστους	^3	wiktionary
ἀπεστράφη	v3saip---	ἀπιστρέφω		
ἀπιστῶσ’	v3ppsa---	ἀπιστῶσ		
ἁπιχώριοι	a-p---fn-	ἁπιχώριος		
ἀπλακήματα	n-p---na-	ἀπλακήματά	^10	breve_ultima
ἀπλακών	v-sppamn-	ἀπλακὼ		
ἀπλακὼν	v-sppamn-	ἀπλακὼ		barytone
ἀπλακών	v-sppamn-	ἀπλακών		
ἀπλακὼν	v-sppamn-	ἀπλακών		barytone
ἁπλᾶς	a-p---fa-	ἁπλᾶς	^1_4	ifthimos
ἄπλατον	a-s---na-	ἄπλατος		
ἄπλατον	a-s---nn-	ἄπλατος		
ἄπλατος	a-s---fn-	ἄπλατος	_4	wiktionary
ἀπλάτου	a-s---fg-	ἀπλάτου		
ἄπλετον	a-s---nn-	ἄπλετον		
ἄπληκτοι	a-p---mn-	ἄπληκτος		
ἀπληστίαν	n-s---fa-	ἀπληστία	^1^7_8	wiktionary
ἄπληστον	a-s---nn-	ἄπληστον		
ἄπληστον	a-s---fa-	ἄπληστος		
